,Title,Price,Rating,no_of_ratings,Link,ImageURL
330,"JH Gallery Handcrafted and Emboss Painted Colorful Wooden Elephant Decorative Showpiece Stool (8 Inches Height, Black)",₹825,4.2,1200,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODcyNTM1NDc2NzAyNzM5OjE3NjIyOTc0MDI6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDQ5ODgzOTMzMTA4OjowOjo&url=%2FJH-Gallery-Handcrafted-Colorful-Elephant%2Fdp%2FB08HK6XFPF%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB08HK6XFPF%26pd_rd_r%3D85ff1d42-cd93-42b4-a65e-0a95d4600f9b%26pd_rd_w%3DgHQOV%26pd_rd_wg%3DOGwFe%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3DZSXV9A5QYN6VTAMCV3RG%26qid%3D1762297402%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-289-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=vR1fDGxhHS&sp_cr=ZAZ,https://m.media-amazon.com/images/I/91KzAfRSsaL._AC_UL320_.jpg
331,"CRAFTHUT Laxmi Ganesh Saraswati Shubh Labh Brass Wall Hanging Bell (18 x 4 Inch), Decorative Hanging for Home, Door Gate, Temple & Gift (Weight 900 Grams)","₹2,000",4.2,151,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODcyNTM1NDc2NzAyNzM5OjE3NjIyOTc0MDI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDcxMDgyMTU2NDMzMjo6MTo6&url=%2FCrafthut-Saraswati-Beautiful-Decoratives-Dimension%2Fdp%2FB07JMVDL91%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB07JMVDL91%26pd_rd_r%3D85ff1d42-cd93-42b4-a65e-0a95d4600f9b%26pd_rd_w%3DgHQOV%26pd_rd_wg%3DOGwFe%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3DZSXV9A5QYN6VTAMCV3RG%26qid%3D1762297402%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-290-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=Rlcq4N5UDd&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61vIrrP+QcL._AC_UL320_.jpg
332,"JH Gallery Handmade Recycled Material Figurines Rajasthani Doll Couple Rider Idol Showpiece, Multicolor (18 * 16 * 5cm) (Horse)",₹299,4.2,1000,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODcyNTM1NDc2NzAyNzM5OjE3NjIyOTc0MDI6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDYzNDA0NjU2OTk4OjoyOjo&url=%2FJH-Gallery-Figurines-Rajasthani-Multicolor%2Fdp%2FB08RNGGR34%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB08RNGGR34%26pd_rd_r%3D85ff1d42-cd93-42b4-a65e-0a95d4600f9b%26pd_rd_w%3DgHQOV%26pd_rd_wg%3DOGwFe%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3DZSXV9A5QYN6VTAMCV3RG%26qid%3D1762297402%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-291-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=5AqYOXTZO5&sp_cr=ZAZ,https://m.media-amazon.com/images/I/8146VrjHNtS._AC_UL320_.jpg
333,"NR DECOR Dady Woods Crafts Good Line Shoppee Handcraft Wooden Remote Stand (Brown , 20.3 X 8.3 X 15 Cm), Remote Control Racks",₹205,3.8,209,https://www.amazon.in/Dady-Woods-Crafts-SHOPPEE-Handcraft/dp/B08F951R53/ref=sr_1_5?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-5,https://m.media-amazon.com/images/I/61uGgw8OvwL._AC_UL320_.jpg
334,Eitheo Engraved Hand Cranked Wooden Musical Toy Handcrafts Titanic Theme Music Box Brown,₹413,4.4,3200,https://www.amazon.in/Engraved-Cranked-Musical-Handcrafts-Titanic/dp/B0BY2K8JDD/ref=sr_1_36?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-36,https://m.media-amazon.com/images/I/51cQm+tT2RL._AC_UL320_.jpg
335,Rousrie Pichwai Art Painting Wall Hangings For Living Room | Wall Hanging Decorative Items | Decoration Items For Home | Waterproof Film (Color 9),₹259,4.3,106,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODcyNTM1NDc2NzAyNzM5OjE3NjIyOTc0MDI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ4ODIxNzYzODMzMjo6Mzo6&url=%2FRousrie-Wall-Hanging-Decorative-Decoration%2Fdp%2FB0DG8XKK4K%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB0DG8XKK4K%26pd_rd_r%3D85ff1d42-cd93-42b4-a65e-0a95d4600f9b%26pd_rd_w%3DgHQOV%26pd_rd_wg%3DOGwFe%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3DZSXV9A5QYN6VTAMCV3RG%26qid%3D1762297402%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-292-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=QNHipX0OJM&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81OmR+qErBL._AC_UL320_.jpg
336,"MAMU SHOP Eco-Friendly Eucalyptus Wooden Veena Home Decor Showpiece - Perfect Wall and Living Room Decoration Item, Unique Housewarming Gift for Couples and New Home - Versatile Room, 9 cm",₹395,4.2,173,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODcyNTM1NDc2NzAyNzM5OjE3NjIyOTc0MDI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE1MjkwODE2ODAzMjo6NDo6&url=%2FMAMU-SHOP-Friendly-Eucalyptus-Showpiece%2Fdp%2FB09V5JSG2L%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB09V5JSG2L%26pd_rd_r%3D85ff1d42-cd93-42b4-a65e-0a95d4600f9b%26pd_rd_w%3DgHQOV%26pd_rd_wg%3DOGwFe%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3DZSXV9A5QYN6VTAMCV3RG%26qid%3D1762297402%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-293-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=C2qKeEmAcD&sp_cr=ZAZ,https://m.media-amazon.com/images/I/51v2r6m0pJL._AC_UL320_.jpg
337,VS handcraft boutique Multicolour Kada Bangles Pair (Set of 2) – Stylish Stone-Studded Bangles for All Outfits”,₹499,No rating,0,https://www.amazon.in/VS-handcraft-boutique-Multicolour-Bangles/dp/B0FX95DQHP/ref=sr_1_296?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-296,https://m.media-amazon.com/images/I/61YFcyBVNwL._AC_UL320_.jpg
338,HANDICRAFTS PARADISE Peacock with Beautiful Feathers ON Marble Plate HPMR15163,"₹1,185",3.5,14,https://www.amazon.in/Handicrafts-Paradise-Beautiful-Showpiece-Multicolor/dp/B01738M40U/ref=sr_1_297?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-297,https://m.media-amazon.com/images/I/717aZ270JCL._AC_UL320_.jpg
339,SriAoG Girls Wristlet Cotton Mobile Pocket Clutch Handmade Wallets Phone Purse for Women Ladies Banjara Embroidered Applique Work (8 Inch Mirror Beads) Multicolour,₹569,5.0,2,https://www.amazon.in/SriAoG-Handcrafts-Womens-Handle-Clutch/dp/B09Z8J9NNT/ref=sr_1_298?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-298,https://m.media-amazon.com/images/I/71iWRZmWVXL._AC_UL320_.jpg
340,"Apka Mart The Online Shop Peacock Pen Holder With Vibrant Color Feathers | Desk Organizer | Multipurpose Stand - For Gifts, Table, Desk Organizing, Home, Office Decor & Corporate Gifts - 9 Inch",₹799,4.1,138,https://www.amazon.in/Apka-Mart-Online-Shop-Multipurpose/dp/B0DLB6FTN3/ref=sr_1_299?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-299,https://m.media-amazon.com/images/I/71EX6Eqj+UL._AC_UL320_.jpg
341,RSN Elephant Shaped Handcrafted and Handpainted Wooden Stool Cum Side Table - 8 Inch Multicolour,₹899,4.1,18,https://www.amazon.in/RSN-Elephant-Shaped-Handcrafted-Handpainted/dp/B07Y8KLHD2/ref=sr_1_300?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-300,https://m.media-amazon.com/images/I/81cuvi58BVL._AC_UL320_.jpg
342,Aatm Brass Embossed Designed Puja Plate in Pair Best for Home Office Decoration Purpose Handicraft (3.5 Inch),₹709,5.0,2,https://www.amazon.in/Aatm-Handicraft-Embossed-Designed-Temple/dp/B07GXFGK5X/ref=sr_1_301?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-301,https://m.media-amazon.com/images/I/71pFcnM4uYL._AC_UL320_.jpg
343,"Handicrafts Paradise Marble Flower Pot (7.65 x 7.65 x 15.3 cm, Gold)",₹753,3.2,83,https://www.amazon.in/Marble-Intricate-Painting-Handicrafts-Paradise/dp/B074XTBRSF/ref=sr_1_302?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-302,https://m.media-amazon.com/images/I/61a7DOhVD7L._AC_UL320_.jpg
344,"Ghadai Handcrafts Rose Quartz and Crystal Beaded Combo Jewellery Set, Necklace with Matching Bracelet,4-Strand Layered Design Beads, Shell Charm, 45 cm Length",₹240,No rating,0,https://www.amazon.in/Ghadai-Handcrafts-Jewellery-Necklace-Matching/dp/B0FJYHQ729/ref=sr_1_303?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-303,https://m.media-amazon.com/images/I/71tyebAdpkL._AC_UL320_.jpg
345,DOKCHAN Handcraft 7.5cm Damru Incense Stick Holder Pure Brass Dhoop Agarbatti Stand/Holder Brass Incense Holder (Gold),₹243,4.4,41,https://www.amazon.in/DOKCHAN-Handcraft-Incense-Holder-Agarbatti/dp/B0C1NRNVJ8/ref=sr_1_37?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-37,https://m.media-amazon.com/images/I/519-dm-SXyL._AC_UL320_.jpg
346,Ed Emberley's Drawing Book: Make A World,₹680,4.7,1200,https://www.amazon.in/Ed-Emberleys-Drawing-Book-World/dp/0316789720/ref=sr_1_304?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-304,https://m.media-amazon.com/images/I/81JMGAPazNL._AC_UL320_.jpg
347,SriAoG Handicrafts hand bags small size stylish Banjara Traditional Mini Hand carry bag Purse Cotton handmade,₹488,3.2,13,https://www.amazon.in/SriAoG-Handicrafts-Traditional-handmadebeige-Handcraft/dp/B09SY35SPY/ref=sr_1_305?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-305,https://m.media-amazon.com/images/I/81FuJ6l8ItL._AC_UL320_.jpg
348,"Crock Comforts Ceramic Handcrafted Stoneware Printed Chai Kullar/Kullad/Cups/Mugs/Kulladh/Tea Cup-Set of 6(160ml,Dishwasher & Microwave Safe) Serving Tea Mugs for Coffee Milk Tea,OPK6",₹949,4.0,54,https://www.amazon.in/Crock-Comforts-Handmade-Handcrafted-Ceramic/dp/B07SGM4Z3B/ref=sr_1_306?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-306,https://m.media-amazon.com/images/I/417l5VxhiAL._AC_UL320_.jpg
349,Apka Mart The Online Shop Handcrafted Set of Wooden Royal Guards or Darbaan 24 inch and Multicolour Traditional Vase 24 Inch - Showpiece Figurine for Home D‚cor,"₹5,599",2.0,1,https://www.amazon.in/APKAMART-Handcrafted-Darbaan-Multicolour-Traditional/dp/B01E1J77ZQ/ref=sr_1_307?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-307,https://m.media-amazon.com/images/I/71XUeZjmHHL._AC_UL320_.jpg
350,"Indune's Iron Gajra Lantern Hanging Tealight Candle Holder, Pack of 1","₹2,390",4.5,16,https://www.amazon.in/Indune-Lifestyle-Handcrafted-Lantern-Tealight/dp/B082L28MMX/ref=sr_1_308?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ&dib_tag=se&keywords=handcraft&qid=1762297402&sprefix=handcraft%2Caps%2C132&sr=8-308,https://m.media-amazon.com/images/I/4121hExNsaL._AC_UL320_.jpg
351,"JH Gallery Handmade Colorful Woolen Kite Tassel Hanging for Home/Office/Hall Decoration (Pack of 1), Multi-Colour",₹349,3.9,42,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTYxODQ0NjkxNDg4MTkyOjE3NjIyOTc0MDI6c3BfbXRmOjIwMDcwOTkzODY2MzA4OjowOjo&url=%2FJH-Gallery-Handmade-Colorful-Decoration%2Fdp%2FB095Y693C3%2Fref%3Dsr_1_309_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.NRvJUCuxnizxg__OKoMUpDt7k3EklU5lvgnNS9j284aoZSolTwdIwlyMGhRl9q8DIZ2w8kjKoJ1c_lOkm3Beje2Dp5vI-uAm7bItxDLRQxhmkIcj3uSY5S6rMTYXK7m0XnnVxhY2Gb89RWeC0G7McpYJ238b5fADqwiHBPWsmf3YYfQd_Kt8HUZfN4yOvMipn5IoDWQ8nT2u-qMERWsyjJk6RlSw2D1ycgZWQCw9T6l9754Ycrmkt4k4k-XGNAogngf9A0MpOnhCLRjZqFWLMw.yO5ol2HOabElSFdlMKFiOyVgGNDfVCpJkH868dLx9QQ%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297402%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=dAnNFkD308&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61x96mceqfS._AC_UL320_.jpg
