,Title,Price,Rating,no_of_ratings,Link,ImageURL
126,"Genda Phool Artificial Marigold Fluffy Flower Handcraft Stylish Window Door Diwali Pooja Living Room Bedroom Home Hall Office Special String Plastic Festival Theme Decorative Stage Décor Orange, 24",₹999,1.0,1,https://www.amazon.in/Artificial-Marigold-Garlands-Navratri-Decoration/dp/B09HP5VLQV/ref=sr_1_157?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-157,https://m.media-amazon.com/images/I/510GYaL2ngL._AC_UL320_.jpg
127,Daytoday Genda Phool Artificial Genda Phool Marigold Fluffy Long Handcraft Fancy Indoor Outdoor Wall Home Office Weddning Pooja Diwali Special Occasion Festival Theme Decorative 5 Feet Randome 21,₹599,3.4,8,https://www.amazon.in/Artificial-Marigold-Garlands-Navratri-Decoration/dp/B09HP4B9L4/ref=sr_1_158?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-158,https://m.media-amazon.com/images/I/819ixIj2LEL._AC_UL320_.jpg
128,Gozya Handcraft horizontal line multicolor printed tote bagsprint with Elegant Design Women's Office Bag !,₹669,No rating,0,https://www.amazon.in/Handcraft-horizontal-multicolor-printed-bagsprint/dp/B0DV9XRB1S/ref=sr_1_159?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-159,https://m.media-amazon.com/images/I/81yOstWf5TL._AC_UL320_.jpg
129,"MGNLR Kids Jewelry Making Kit - DIY Rainbow Bead Kit for Kids, Kids Bead Set for Jewelry Making | Fancy Bead Types Meeting All Creative Handcraft | Hairband and Rings Craft Kits Gift for Girls",₹589,No rating,0,https://www.amazon.in/MGNLR-Kids-Jewelry-Making-Kit/dp/B0D352R2J9/ref=sr_1_160?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-160,https://m.media-amazon.com/images/I/71qOXlFDH6L._AC_UL320_.jpg
130,Daytoday Genda Phool Artificial Genda Phool Marigold Fluffy Long Handcraft Fancy Indoor Outdoor Wall Home Office Weddning Pooja Diwali Special Occasion Festival Theme Decorative 5 Feet Yellow 3,₹349,5.0,2,https://www.amazon.in/Artificial-Marigold-Garlands-Navratri-Decoration/dp/B09HP6CRYZ/ref=sr_1_161?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-161,https://m.media-amazon.com/images/I/61mDdv5IVFL._AC_UL320_.jpg
131,"Shri Shri Handcraft Wooden Mortar and Pestle Set for Kitchen, Rosewood Khalad Musal/Musli, Okhli Masher, Khalbatta",₹299,No rating,0,https://www.amazon.in/Shri-Handcraft-Kitchen-Rosewood-Khalbatta/dp/B0F6MQ7CL4/ref=sr_1_162?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-162,https://m.media-amazon.com/images/I/61i80K1MIIL._AC_UL320_.jpg
132,"ZUMIE Jewelry Making Kit - Fun Colorful Beads for Jewelry Making, Children's Self-Made Bracelet Kit, Necklace Hairband and Rings Craft Toy Kit Set Handcraft for Birthday Gift (Multicolor)",₹449,No rating,0,https://www.amazon.in/ZUMIE-Jewelry-Making-Kit-Multicolor/dp/B0D72LK9WS/ref=sr_1_163?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-163,https://m.media-amazon.com/images/I/71qOXlFDH6L._AC_UL320_.jpg
133,AIR O MATIC Supari with Handcraft Decorated for Pooja and Marriage/Wedding Ridhhi Siddhi for Ganesha saptpadi (Multicolour) 20 pcs,₹869,No rating,0,https://www.amazon.in/AIR-MATIC-Handcraft-Decorated-Multicolour/dp/B0D8PZ7Q4S/ref=sr_1_164?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-164,https://m.media-amazon.com/images/I/81CaQP-7iFL._AC_UL320_.jpg
134,"PATPAT Cotton DIY Crochet Art Craft Kit - Cartoon Keychain Material Kit for Beginners With Tutorial Video - Handcraft Gift Bag Charm, Multicolor",₹897,4.0,121,https://www.amazon.in/PATPAT-Keychain-Material-Handcraft-Multicolor/dp/B0DDWSRCGZ/ref=sr_1_18?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-18,https://m.media-amazon.com/images/I/61wZBHHzAjL._AC_UL320_.jpg
135,"Somil Leaded Crystal Ganesh Sitting On Leave Statue, Standard, Multicolour | Decorative Showpiece Gift Item Best for Home & Office Decor, 70 Cm",₹279,4.5,90,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTIwNjM4MDk5OTM0MDA4OjE3NjIyOTczODk6c3BfbXRmOjMwMDc1MzI0ODM3NTAzMjo6MDo6&url=%2FSomil-Crystal-Sitting-Standard-Multicolour%2Fdp%2FB07XF3LT7B%2Fref%3Dsr_1_165_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297388%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA3SA2963FT8STO&aref=gPQTxKcJ6F&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81Tu7-nWG5L._AC_UL320_.jpg
136,"JH Gallery Handmade Recycled Material Figurines Rajasthani Doll Couple Rider Idol Showpiece, Multicolor (18 * 16 * 5cm) (Horse)",₹299,4.2,1000,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTIwNjM4MDk5OTM0MDA4OjE3NjIyOTczODk6c3BfbXRmOjIwMDYzNDA0NjU2OTk4OjowOjo&url=%2FJH-Gallery-Figurines-Rajasthani-Multicolor%2Fdp%2FB08RNGGR34%2Fref%3Dsr_1_166_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297388%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=5AqYOXTZO5&sp_cr=ZAZ,https://m.media-amazon.com/images/I/8146VrjHNtS._AC_UL320_.jpg
137,"KRAFTSKALA Handcrafted Ethnic Tribal Bullock Cart Showpiece - 17x12 Inch Tribal Home Décor with Wooden Base for Housewarming, Anniversaries, Weddings, and Corporate Events (Bullock Cart)","₹1,599",4.8,8,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTIwNjM4MDk5OTM0MDA4OjE3NjIyOTczODk6c3BfbXRmOjMwMDU5NzkwNjU2MTUzMjo6MDo6&url=%2FKRAFTSKALA-Handcrafted-Ethnic-Bullock-Showpiece%2Fdp%2FB0D6XBXQ1P%2Fref%3Dsr_1_167_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297388%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-167-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=QQkOIdMUE3&sp_cr=ZAZ,https://m.media-amazon.com/images/I/8152GbT8b5L._AC_UL320_.jpg
138,"Party Propz Toran for Main Door Entrance - 1 Pc, 3 ft Om Shree Ganeshay Namah and Shubh Labh Handamade Bandarwal for Main Door, Toran for Decoration, Pooja Room Decoration Items (Cloth)",₹249,4.4,123,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTIwNjM4MDk5OTM0MDA4OjE3NjIyOTczODk6c3BfbXRmOjMwMDczNTA2ODc1MzczMjo6MDo6&url=%2FParty-Propz-Toran-Main-Entrance%2Fdp%2FB0FQPC2Q91%2Fref%3Dsr_1_168_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297388%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-168-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=XwRzLwzdbk&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81oz9xpiZkL._AC_UL320_.jpg
139,"HARSHIV MART Golden Palm Buddha Idol – Decorative Handcrafted Statue for Home, Office, Mandir, Pooja Room, Living Room, and Diwali Decor – Ideal Gift for All Occasions",₹261,4.0,1,https://www.amazon.in/HARSHIV-MART-Golden-Palm-Buddha/dp/B0DSXKKSCN/ref=sr_1_169?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-169,https://m.media-amazon.com/images/I/61E9nNmKZ8L._AC_UL320_.jpg
140,SriShopify Handicrafted MINI Handmade Mobile Sling Bag for Women SMALL Embroidered Crossbody Phone Purse for Girls Mirror Work Eco Friendly Fabric Pouch 7 inch Festival Rakhi Birthday Gift Multicolor,₹586,4.8,8,https://www.amazon.in/Handicrafted-Mobile-Purse-Sling-Bag/dp/B0BC424C56/ref=sr_1_170?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-170,https://m.media-amazon.com/images/I/61MqggXljqL._AC_UL320_.jpg
141,Jute Cottage Jute Bags for Lunch for Women and Men | Jute Grocery Bag | Jute Carry Bag | Jute Tiffin Bags | Printed Jute Bag Print - Blue,₹459,5.0,2,https://www.amazon.in/Jute-Cottage-Eco-Friendly-Handcrafted-Stylish/dp/B084614DG2/ref=sr_1_171?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-171,https://m.media-amazon.com/images/I/81H8N+yGGwL._AC_UL320_.jpg
142,Kosha Handcrafts Handcrafted Little Baby Monk Decoraive Showpiece Figurine Gifting Someone Special Decorative Showpiece for Living Room/Office Decor/Home Decor/Statue,₹549,No rating,0,https://www.amazon.in/Handcrafts-Handcrafted-Monk-Decoraive-Decorative/dp/B0DJR19M6X/ref=sr_1_172?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-172,https://m.media-amazon.com/images/I/51zbV9uCJiL._AC_UL320_.jpg
143,Combo of 2 Handcraft Style clutch silk batwa bag-Golden And potali bag- Yellow,₹728,No rating,0,https://www.amazon.in/Handcraft-clutch-bag-Golden-potali-Yellow/dp/B0FFTGV64C/ref=sr_1_173?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-173,https://m.media-amazon.com/images/I/71FiI3Xr2lL._AC_UL320_.jpg
144,HANDICRAFTS PARADISE Peacock with Beautiful Feathers ON Marble Plate HPMR15163,"₹1,185",3.5,14,https://www.amazon.in/Handicrafts-Paradise-Beautiful-Showpiece-Multicolor/dp/B01738M40U/ref=sr_1_174?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-174,https://m.media-amazon.com/images/I/717aZ270JCL._AC_UL320_.jpg
145,"Collectible India Buddha Monk Set of 4 Statue Figurines Home Decor Items, Decorative Items for Home, Showpiece Cute Mini Idol for Car Dashboard Table Top Decoration Item Living Gift (Type 1)",₹191,4.4,1200,https://www.amazon.in/Collectible-India-Miniature-Figurines-Showpiece/dp/B07WHR1C6W/ref=sr_1_19?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-19,https://m.media-amazon.com/images/I/817s7QWpJXL._AC_UL320_.jpg
146,SUVASANA Large Sling Shoulder Bag for Men Women Casual Comfortable Market Groceries School Books Everyday Purse Travel,₹421,4.0,148,https://www.amazon.in/SUVASANA-Handicraft-Rajasthani-Bohemian-Handbags/dp/B07WH25T6C/ref=sr_1_175?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.G-r6bIh2vUuwI-0XuNPGuy2VBUNeVaRKgEZ3J41i-WTw8ZdEBXUIhDTSuOhLhOFCjhoPXIMDKlQf5U4AyOFx2vt3ds7phybab5El-hAUWmaeZm_dCbmw1-ibvO_ydQF1pYL-7N1mSyCzb1KofV6rrj5Zqksq5A04vl2-2ZoMXQQHxQOw-50lKgJ7GGEsiIk5HADtwtNj9MJ1CYkfMQinSfzA687lNd8rMwuBZrj5gM2v1GXqT2J_Lvp9jSEmflb4W7R5lY53iAH7mt-z-JdfV19zpNxCxZsQMVvfTdj53k0.riK8-imKkTbt3Nkm16BErQEg1K3gjgZGXxFkGMnCKqU&dib_tag=se&keywords=handcraft&qid=1762297388&sprefix=handcraft%2Caps%2C132&sr=8-175,https://m.media-amazon.com/images/I/81zI7G5ohOL._AC_UL320_.jpg
